code;pairCode;name;guid;defaultCategory;categoryText;categoryText2;categoryText3;categoryText4;categoryText5;categoryText6;categoryText7;categoryText8;categoryText9;categoryText10;categoryText11;
"KB_310510314421";;"DOMO DO496WK";"1022bdf6-92ac-11f1-8634-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Rýchlovarné kanvice";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Rýchlovarné kanvice";;;;;;;;;;;
"KB_110111015770";;"PIONEER DEH-4800FD";"103358aa-92ac-11f1-a687-bc2411833e01";"Auto-moto > Autorádiá > Autorádiá s USB";"Auto-moto > Autorádiá > Autorádiá s USB";;;;;;;;;;;
"KB_150220049868";;"RICATECH PR85";"105bd7ee-92ac-11f1-bfad-bc2411833e01";"TV, audio a video > Audio technika > Rádioprijímače";"TV, audio a video > Audio technika > Audio technika – ostatné produkty";"TV, audio a video > Audio technika > Rádioprijímače";;;;;;;;;;
"KB_150230085730";;"SONY ICFC1W";"10690ad6-92ac-11f1-9cf6-bc2411833e01";"TV, audio a video > Audio technika > Rádiobudíky";"TV, audio a video > Audio technika > Audio technika – ostatné produkty";"TV, audio a video > Audio technika > Rádiobudíky";;;;;;;;;;
"KB_150220039868";;"RICATECH PR1980 Ghettoblaster";"107840b4-92ac-11f1-aed8-bc2411833e01";"TV, audio a video > Audio technika > Audio technika – ostatné produkty";"TV, audio a video > Audio technika > Audio technika – ostatné produkty";;;;;;;;;;;
"KB_210540435039";;"VERBATIM Store 1TB G2 Silver (53197)";"1094c0b8-92ac-11f1-8bad-bc2411833e01";"Počítače a notebooky > Pamäťové médiá > Externé disky";"Počítače a notebooky > Pamäťové médiá > Externé disky";;;;;;;;;;;
"KB_340520035653";;"Tassimo Jacobs Cappuccino classico 260g";"10c92c7c-92ac-11f1-8927-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";;;;;;;;;;;
"KB_340520128043";;"Nescafé Dolce Gusto CORTADO 16Cap";"10d5e458-92ac-11f1-a3ff-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";;;;;;;;;;;
"KB_340520288043";;"Nescafé Dolce Gusto LUNGO INTENSO 16Cap";"10e156d0-92ac-11f1-8169-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";;;;;;;;;;;
"KB_340820064421";;"DOMO DO9064C";"10fc53e0-92ac-11f1-943f-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Sendvičovače";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Sendvičovače";;;;;;;;;;;
"KB_130282534555";;"YAMAHA NS-F51 BLACK 1 karton";"1108a938-92ac-11f1-b94f-bc2411833e01";"TV, audio a video > Reproduktory > Drátové reproduktory";"TV, audio a video > Reproduktory > Drátové reproduktory";"TV, audio a video > Audio technika > Reproduktory";;;;;;;;;;
"KB_182250455221";;"CANON CL-41 Color";"112fd65c-92ac-11f1-8f27-bc2411833e01";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";;;;;;;;;;;
"KB_210540445039";;"VERBATIM Store 1TB G2 Blue (53200)";"113a0e38-92ac-11f1-b2ec-bc2411833e01";"Počítače a notebooky > Pamäťové médiá > Externé disky";"Počítače a notebooky > Pamäťové médiá > Externé disky";;;;;;;;;;;
"KB_120210335730";;"SONY DVPSR760HB";"11588d2c-92ac-11f1-9f38-bc2411833e01";"TV, audio a video > Video technika";"TV, audio a video > Video technika";;;;;;;;;;;
"KB_130281174555";;"YAMAHA NS-AW592 WHITE 1 karton";"1163b38c-92ac-11f1-9256-bc2411833e01";"TV, audio a video > Reproduktory > Drátové reproduktory";"TV, audio a video > Reproduktory > Drátové reproduktory";"TV, audio a video > Audio technika > Reproduktory";;;;;;;;;;
"KB_182250445221";;"CANON PG-40BK Black";"118ec946-92ac-11f1-a793-bc2411833e01";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";;;;;;;;;;;
"KB_210540415039";;"VERBATIM Store 1TB G2 Black (53194)";"1198eb88-92ac-11f1-9411-bc2411833e01";"Počítače a notebooky > Pamäťové médiá > Externé disky";"Počítače a notebooky > Pamäťové médiá > Externé disky";;;;;;;;;;;
"KB_130282674555";;"YAMAHA NS-SW050 BLACK";"11a4df6a-92ac-11f1-b6ed-bc2411833e01";"TV, audio a video";"TV, audio a video > Audio technika > Reproduktory";;;;;;;;;;;
"KB_210520017798";;"TP-LINK TL-SG105 5-port Gigabit Switch";"11bc4dee-92ac-11f1-9272-bc2411833e01";"Počítače a notebooky > Sieťové prvky > Switche";"Počítače a notebooky > Sieťové prvky > Switche";;;;;;;;;;;
"KB_130211404555";;"YAMAHA YWA-10 BL";"11c8eb58-92ac-11f1-9800-bc2411833e01";"TV, audio a video > Audio technika > HiFi komponenty";"TV, audio a video > Audio technika > HiFi komponenty";"TV, audio a video > Audio technika > Audio technika – ostatné produkty";;;;;;;;;;
"KB_130281164555";;"YAMAHA NS-AW392 WHITE 1 karton";"11eb18fe-92ac-11f1-ae70-bc2411833e01";"TV, audio a video > Reproduktory > Drátové reproduktory";"TV, audio a video > Reproduktory > Drátové reproduktory";"TV, audio a video > Audio technika > Reproduktory";;;;;;;;;;
"KB_320230445022";;"Electrolux EHF6346XOK";"121702de-92ac-11f1-8b72-bc2411833e01";"Domáce spotrebiče > Vstavané spotrebiče > Varné dosky > Sklokeramické varné dosky";"Domáce spotrebiče > Vstavané spotrebiče > Varné dosky > Sklokeramické varné dosky";;;;;;;;;;;
"KB_122772174555";;"YAMAHA NS-777 BLACK 2 kartony";"1223da18-92ac-11f1-85f7-bc2411833e01";"TV, audio a video > Reproduktory > Drátové reproduktory";"TV, audio a video > Reproduktory > Drátové reproduktory";"TV, audio a video > Audio technika > Reproduktory";;;;;;;;;;
"KB_210550067340";;"ASUS SDRW-08D2S-U LITE/Black";"12336168-92ac-11f1-bf17-bc2411833e01";"Počítače a notebooky > PC periférie";"Počítače a notebooky > PC periférie";;;;;;;;;;;
"KB_210540455039";;"VERBATIM Store 1TB G2 Red (53203)";"124bd900-92ac-11f1-ab34-bc2411833e01";"Počítače a notebooky > Pamäťové médiá > Externé disky";"Počítače a notebooky > Pamäťové médiá > Externé disky";;;;;;;;;;;
"KB_210610217798";;"TP-LINK Archer MR200 4G LTE WiFi Router";"1259d406-92ac-11f1-8b41-bc2411833e01";"Počítače a notebooky > Sieťové prvky";"Počítače a notebooky > Sieťové prvky";;;;;;;;;;;
"KB_340920024421";;"DOMO DO8708W";"126b30e8-92ac-11f1-b3da-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Elektrické panvice";"Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Elektrické panvice";;;;;;;;;;;
"KB_341030024838";;"TEFAL FR 490070";"127a6dc4-92ac-11f1-902e-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Multifunkčné hrnce";"Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Multifunkčné hrnce";;;;;;;;;;;
"KB_341220014421";;"DOMO DO327L";"128ba6e8-92ac-11f1-8f84-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Vákuovačky a zváračky fólií > Vákuovačky a zváračky";"Domáce spotrebiče > Malé spotrebiče > Vákuovačky a zváračky fólií > Vákuovačky a zváračky";;;;;;;;;;;
"KB_341410116048";;"Philips HX6322/04 Sonicare for Kids gree";"129dfef6-92ac-11f1-888b-bc2411833e01";"Zdravie a starostlivosť > Starostlivosť o zuby > Elektrické zubné kefky";"Zdravie a starostlivosť > Starostlivosť o zuby > Elektrické zubné kefky";;;;;;;;;;;
"KB_341710057322";;"REMINGTON D 3015";"12aed1cc-92ac-11f1-a3ae-bc2411833e01";"Zdravie a starostlivosť > Starostlivosť o vlasy > Fény na vlasy";"Zdravie a starostlivosť > Starostlivosť o vlasy > Fény na vlasy";;;;;;;;;;;
"KB_330121447111";;"Koma EC07S - ECG VP 912 SMS";"12bcf040-92ac-11f1-8e6a-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";;;;;;;;;;;
"KB_340330084421";;"DOMO DO700BL";"12cee05c-92ac-11f1-ad9a-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače > Mixéry > Stolové mixéry";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače > Mixéry > Stolové mixéry";;;;;;;;;;;
"KB_340520036043";;"KRUPS F 0540010/054001A";"12dabc6a-92ac-11f1-929e-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kávovarom";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kávovarom";;;;;;;;;;;
"KB_340520125653";;"Tassimo Jacobs Caffe Crema Classico XL";"12e44b36-92ac-11f1-a6a7-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";;;;;;;;;;;
"KB_340520148043";;"NESCAFÉ® Dolce Gusto® Café au Lait 16 ks";"12eddde0-92ac-11f1-8779-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";;;;;;;;;;;
"KB_340820024421";;"DOMO DO9136C";"12f7c904-92ac-11f1-b9e4-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Sendvičovače";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Sendvičovače";;;;;;;;;;;
"KB_330121067111";;"Koma DL12S - De Longhi XLence SMS";"131de724-92ac-11f1-b808-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Filtre do vysávačov";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Filtre do vysávačov";;;;;;;;;;;
"KB_330121097111";;"Koma EC04S - ECG VP 878 SMS";"134f9594-92ac-11f1-845b-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";;;;;;;;;;;
"KB_330121277111";;"Koma EC05S - ECG VP 901 SMS";"1358e572-92ac-11f1-b2b1-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";;;;;;;;;;;
"KB_340520025653";;"Tassimo Jacobs Caffe Crema Classico16x7g";"1362530a-92ac-11f1-a887-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";;;;;;;;;;;
"KB_340520238043";;"Nescafé Dolce Gusto CARAMEL LATTE 16Cap";"136bf310-92ac-11f1-92e9-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";;;;;;;;;;;
"KB_340820054421";;"DOMO DO9056C";"1375e41a-92ac-11f1-9401-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Sendvičovače";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Sendvičovače";;;;;;;;;;;
"KB_340840024421";;"DOMO DO9133W";"13815d18-92ac-11f1-87b0-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Vaflovače";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Vaflovače";;;;;;;;;;;
"KB_330121417111";;"Koma EC06S - ECG VP 908 SMS";"138b2b86-92ac-11f1-94d2-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";;;;;;;;;;;
"KB_340330034421";;"DOMO DO436BL";"13a3c56a-92ac-11f1-a935-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače > Mixéry > Stolové mixéry";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače > Mixéry > Stolové mixéry";;;;;;;;;;;
"KB_340520015652";;"Maxxo Espresso DG808";"13af33be-92ac-11f1-8399-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Kuchynské nádobie";;;;;;;;;;
"KB_340520035652";;"MAXXO DG 832 Latte";"13b94106-92ac-11f1-8ebc-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Kuchynské nádobie";;;;;;;;;;
"KB_340520055652";;"MAXXO DH 919 Extra Tea";"13c33bb6-92ac-11f1-a610-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Kuchynské nádobie";;;;;;;;;;
"KB_340520105652";;"MAXXO DF 907 + 2x podšálek";"13cd5146-92ac-11f1-bcf5-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Kuchynské nádobie";;;;;;;;;;
"KB_340520188043";;"Nescafé Dolce Gusto NESQUIK 16Cap";"13d76c26-92ac-11f1-a520-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";;;;;;;;;;;
"KB_340520478043";;"Nescafé Dolce Gusto ESPRESSO 30 cap";"13e107f4-92ac-11f1-851f-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";;;;;;;;;;;
"KB_330900044051";;"ROWENTA WB 406140";"13eae620-92ac-11f1-989a-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";;;;;;;;;;;
"KB_330900054051";;"ROWENTA WB 305140";"13f4cf28-92ac-11f1-80f4-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";;;;;;;;;;;
"KB_340520038043";;"Nescafé Dolce Gusto ESPRESSO 16Cap";"13fe9c06-92ac-11f1-9638-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";;;;;;;;;;;
"KB_340520045652";;"MAXXO DH 913 Cappucino";"1409d35a-92ac-11f1-9ac3-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Kuchynské nádobie";;;;;;;;;;
"KB_340520065652";;"MAXXO DG 24";"141dead4-92ac-11f1-b16b-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";;;;;;;;;;;
"KB_340520128401";;"ScanPart Čistící tabletky 6ks na vodní k";"1427d86e-92ac-11f1-8a4c-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kávovarom";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kávovarom";;;;;;;;;;;
"KB_341710237322";;"REMINGTON AC 5999";"143bbc62-92ac-11f1-9804-bc2411833e01";"Zdravie a starostlivosť > Starostlivosť o vlasy > Fény na vlasy";"Zdravie a starostlivosť > Starostlivosť o vlasy > Fény na vlasy";;;;;;;;;;;
"KB_342010097393";;"RUSSELL HOBBS 20630-56";"14494684-92ac-11f1-b7c7-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Žehličky > Naparovacie žehličky";"Domáce spotrebiče > Malé spotrebiče > Žehličky > Naparovacie žehličky";;;;;;;;;;;
"KB_342200615652";;"MAXXO DBM 002 Beer the Big One";"14536178-92ac-11f1-9b90-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Kuchynské nádobie";;;;;;;;;;
"KB_362902275022";;"Electrolux Menalux 1002";"145d6d08-92ac-11f1-a127-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";;;;;;;;;;;
"KB_342010394051";;"ROWENTA CF 9530 F0";"147910ee-92ac-11f1-b7ed-bc2411833e01";"Zdravie a starostlivosť > Starostlivosť o vlasy > Kulmy na vlasy";"Zdravie a starostlivosť > Starostlivosť o vlasy > Kulmy na vlasy";;;;;;;;;;;
"KB_342200625652";;"MAXXO DBM 001 Beer";"1483e58c-92ac-11f1-bb8a-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Kuchynské nádobie";;;;;;;;;;
"KB_340840044421";;"DOMO DO9047W";"148e5d50-92ac-11f1-a92a-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Vaflovače";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Vaflovače";;;;;;;;;;;
"KB_340920034421";;"DOMO DO8709P";"149d201a-92ac-11f1-9e84-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Palacinkovače";"Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Palacinkovače";;;;;;;;;;;
"KB_341050034421";;"DOMO DO42324PC";"14a9d5f8-92ac-11f1-9d52-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce";"Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce";;;;;;;;;;;
"KB_341510364051";;"ROWENTA EP 5720 F0";"14b78644-92ac-11f1-bc81-bc2411833e01";"Zdravie a starostlivosť > Holiace strojčeky > Epilátory";"Zdravie a starostlivosť > Holiace strojčeky > Epilátory";;;;;;;;;;;
"KB_341590137322";;"REMINGTON SPF 300";"14c4bdbe-92ac-11f1-8367-bc2411833e01";"Zdravie a starostlivosť > Holiace strojčeky > Príslušenstvo k holiacim strojčekom";"Zdravie a starostlivosť > Holiace strojčeky > Príslušenstvo k holiacim strojčekom";;;;;;;;;;;
"KB_341720117322";;"REMINGTON S 8670";"14ceb274-92ac-11f1-9b9e-bc2411833e01";"Zdravie a starostlivosť > Starostlivosť o vlasy > Kulmy na vlasy";"Zdravie a starostlivosť > Starostlivosť o vlasy > Kulmy na vlasy";;;;;;;;;;;
"KB_340720047393";;"RUSSELL HOBBS 23180-56";"14d8e4e2-92ac-11f1-89f3-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače > Mixéry > Stolové mixéry";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače > Mixéry > Stolové mixéry";;;;;;;;;;;
"KB_340910114838";;"TEFAL GC 305012";"14e5a696-92ac-11f1-ad4b-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Elektrické grily";"Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Elektrické grily";;;;;;;;;;;
"KB_340920145098";;"ETA Pečenka MAX 0133 90010";"14f18362-92ac-11f1-9741-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Elektrické panvice";"Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Elektrické panvice";;;;;;;;;;;
"KB_210670067798";;"TP-LINK UE300 Gigabit Ethernet Adaptér";"1510e090-92ac-11f1-a5e2-bc2411833e01";"Počítače a notebooky > Sieťové prvky > Sieťové karty";"Počítače a notebooky > Sieťové prvky > Sieťové karty";;;;;;;;;;;
"KB_310440226100";;"BEKO HDMC 32400 TX";"151a9270-92ac-11f1-9145-bc2411833e01";"Domáce spotrebiče > Vstavané spotrebiče > Varné dosky > Sklokeramické varné dosky";"Domáce spotrebiče > Vstavané spotrebiče > Varné dosky > Sklokeramické varné dosky";;;;;;;;;;;
"KB_340520025652";;"MAXXO DG 830 Coffee";"152d9b5e-92ac-11f1-9c7f-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše";"Domáce spotrebiče > Malé spotrebiče > Kuchynské nádobie";;;;;;;;;;
"KB_340520148401";;"ScanPart Univerzální tekutý odvápňovač 1";"15376972-92ac-11f1-abc2-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kávovarom";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kávovarom";;;;;;;;;;;
"KB_340520255653";;"Tassimo Jacobs Café au Lait 16x11,5g";"1541d5ec-92ac-11f1-80f1-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";;;;;;;;;;;
"KB_340520458043";;"Nescafé Dolce Gusto CAFE AU LAIT 30Cap";"154cfa58-92ac-11f1-926e-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Kávové kapsle";;;;;;;;;;;
"KB_340810024421";;"DOMO DO941T";"15684f60-92ac-11f1-a0cb-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Hriankovače";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Hriankovače";;;;;;;;;;;
"KB_340810117393";;"RUSSELL HOBBS 21395-56";"1574a47c-92ac-11f1-8602-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Hriankovače";"Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače > Hriankovače";;;;;;;;;;;
"KB_341520015012";;"BRAUN Silk-épil 5560 epilátor";"15817dc8-92ac-11f1-b554-bc2411833e01";"Zdravie a starostlivosť > Holiace strojčeky";"Zdravie a starostlivosť > Holiace strojčeky";;;;;;;;;;;
"KB_341720357322";;"REMINGTON CI 91 X1 E51";"15981060-92ac-11f1-a4ba-bc2411833e01";"Zdravie a starostlivosť > Starostlivosť o vlasy > Kulmy na vlasy";"Zdravie a starostlivosť > Starostlivosť o vlasy > Kulmy na vlasy";;;;;;;;;;;
"KB_410210167909";;"KMP C57 / PG-40";"15bdcb84-92ac-11f1-a9f2-bc2411833e01";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";;;;;;;;;;;
"KB_410210217909";;"KMP C73 / CLI-521BK";"15c83e34-92ac-11f1-960a-bc2411833e01";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";;;;;;;;;;;
"KB_410210687909";;"KMP H44 (CC641EE)";"15dd829e-92ac-11f1-8e78-bc2411833e01";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";;;;;;;;;;;
"KB_410210877909";;"KMP C78 / CL-511";"15e758dc-92ac-11f1-96bb-bc2411833e01";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";;;;;;;;;;;
"KB_410211077909";;"KMP C83 (CLI-526C)";"15f15544-92ac-11f1-adc2-bc2411833e01";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";;;;;;;;;;;
"KB_410211097909";;"KMP C85 (CLI-526Y)";"15fb399c-92ac-11f1-aeab-bc2411833e01";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";;;;;;;;;;;
"KB_362902595022";;"Electrolux Menalux 3200";"1605260a-92ac-11f1-b4bf-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";;;;;;;;;;;
"KB_362902625022";;"Electrolux Menalux 4000";"160f68cc-92ac-11f1-a4e5-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Vrecká do vysávačov";;;;;;;;;;;
"KB_410210247909";;"KMP C76 / CLI-521Y";"16195486-92ac-11f1-935c-bc2411833e01";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";;;;;;;;;;;
"KB_410210585387";;"HP 301 Tri-colour, CH562EE";"16237682-92ac-11f1-8bef-bc2411833e01";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";;;;;;;;;;;
"KB_410210975387";;"HP 302 Black, F6U66AE";"162d2024-92ac-11f1-8e2f-bc2411833e01";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";"Počítače a notebooky > Tlačiarne a skenery > Atramenty";;;;;;;;;;;
