Segment,Kategória,Názov produktu,ID Produktu,Výrobca,EAN,Item ID,Vaša URL,Heureka URL,E-shopov predávajúcich produkt,Popularita,Vaša cena,Vaša pozícia podľa ceny,Vaša pozícia podľa biddingu,Cena za preklik,Najnižšia cena,PriceMin2,PriceMin3,PriceMin4,PriceMin5,PriceMin6,PriceMin7,PriceMin8,PriceMin9,PriceMin10,PriceMax10,PriceMax9,PriceMax8,PriceMax7,PriceMax6,PriceMax5,PriceMax4,PriceMax3,PriceMax2,Najvyššia cena
"Auto-moto","Alkohol testery","Baseus CRCX-01",571798485,"baseus",6953156206809,"030352","https://www.premiumstore.sk/elektronicky-dychovy-alkohol-tester-s-lcd-displejom--cierny/","https://alkohol-testery.heureka.sk/baseus-crcx-01",10,53,32.50,8,,0.216,21.99,22.00,23.90,26.11,29.10,31.20,31.83,32.50,34.90,42.53,21.99,22.00,23.90,26.11,29.10,31.20,31.83,32.50,34.90,42.53,
"Auto-moto","Alkohol testery","Solight alkohol tester profesionálny, Fuel Cell, 0,00 - 4,00‰ BAC, citlivosť 0,08‰",219645816,"Solight",8592718018948,"SOL_1T06","https://www.premiumstore.sk/solight-alkohol-tester-profesionalny--fuel-cell--0-00-4-00--bac--citlivost-0-08-/","https://alkohol-testery.heureka.sk/solight-1t06",20,130,49.00,1,,0.261,49.00,49.00,52.00,55.90,56.63,56.63,57.15,57.99,60.38,61.51,61.51,72.99,73.06,74.54,74.95,76.11,82.41,83.96,91.90,91.90,
"Auto-moto","Alkohol testery","Solight alkohol tester, 0,0 - 1,5‰ BAC, citlivosť 0,2‰",219645817,"Solight",8592718018955,"SOL_1T07","https://www.premiumstore.sk/solight-alkohol-tester--0-0-1-5--bac--citlivost-0-2-/","https://alkohol-testery.heureka.sk/solight-1t07",20,7,18.00,1,,0.161,18.00,18.00,19.31,19.32,20.28,20.32,20.50,21.00,22.28,22.72,24.82,24.99,25.35,25.45,26.95,28.04,28.76,29.21,31.90,31.90,
"Auto-moto","Alkohol testery","Solight alkohol tester, 0,0 - 3,0‰ BAC, přesnosť 0,1‰",11979768,"Solight",8592718029272,"SOL_1T04A","https://www.premiumstore.sk/solight-alkohol-tester--0-0-3-0--bac--presnost-0-1-/","https://alkohol-testery.heureka.sk/solight-1t04",16,7,35.90,1,,0.216,35.90,35.90,35.90,36.99,37.67,38.89,39.00,39.00,44.00,45.32,39.00,39.00,44.00,45.32,47.97,52.50,53.16,53.28,64.90,64.90,
"Auto-moto","Alkohol testery","Solight náhradné trubičky pro alkohol tester Solight 1T04A, 1T06, 1T09 10ks",11979768,"Solight",8592718030872,"SOL_1T4A6-T10","https://www.premiumstore.sk/solight-nahradne-trubicky-pro-alkohol-tester-solight-1t04a--1t06--1t09-10ks/","https://alkohol-testery.heureka.sk/solight-1t04",16,7,5.20,1,,0.032,5.20,35.90,35.90,36.99,37.67,38.89,39.00,39.00,44.00,45.32,39.00,39.00,44.00,45.32,47.97,52.50,53.16,53.28,64.90,64.90,
"Auto-moto","Alkohol testery","Solight náhradné trubičky pro alkohol tester Solight 1T04A, 1T06, 1T09, 2ks",11979768,"Solight",8592718030865,"SOL_1T4A6-T2","https://www.premiumstore.sk/solight-nahradne-trubicky-pro-alkohol-tester-solight-1t04a--1t06--1t09--2ks/","https://alkohol-testery.heureka.sk/solight-1t04",16,7,1.70,1,,0.016,1.70,35.90,35.90,36.99,37.67,38.89,39.00,39.00,44.00,45.32,39.00,39.00,44.00,45.32,47.97,52.50,53.16,53.28,64.90,64.90,
"Auto-moto","Alkohol testery","Solight profesionálny bezkontaktný alkohol tester, Fuel Cell, 0,0 - 5,0‰ BAC,citlivosť 0,08‰",808596616,"Solight",8592718044169,"SOL_1T08","https://www.premiumstore.sk/solight-profesionalny-bezkontaktny-alkohol-tester--fuel-cell--0-0-5-0--bac-citlivost-0-08-/","https://alkohol-testery.heureka.sk/solight-1t08",12,32,58.00,2,,0.268,57.99,58.00,58.28,58.31,59.90,61.76,62.69,62.99,69.20,74.99,58.28,58.31,59.90,61.76,62.69,62.99,69.20,74.99,83.90,85.96,
"Auto-moto","Autoalarmy","Diaľkové ovládanie SwitchBot Remote",702656922,"SwitchBot",850007706074,"041450","https://www.premiumstore.sk/dialkove-ovladanie-switchbot-remote/","https://autoalarmy.heureka.sk/switchbot-dalkove-ovladani-switchbot-remote",3,2,11.90,1,,0.074,11.90,12.88,14.50,,,,,,,,,,,,,,,11.90,12.88,14.50,
"Auto-moto","Autodiagnostiky","Autodiagnostika ELM327 OBD II USB univerzální",437778367,,,"AT_ELM327USB","https://www.premiumstore.sk/autodiagnostika-elm327-obd-ii--usb-univerzalni/","https://autodiagnostiky.heureka.sk/obd-ii-pre-elm327",2,42,16.90,2,3.0,0.161,8.91,16.90,,,,,,,,,,,,,,,,,8.91,16.90,
"Auto-moto","Autodiagnostiky","Battery Tester Ancel BA101 8-30V DC",738256017,"ANCEL",5906168439162,"069079","https://www.premiumstore.sk/battery-tester-ancel-ba101-8-30v-dc/","https://autodiagnostiky.heureka.sk/ancel-ba101",4,41,46.50,1,3.0,0.244,46.50,50.16,55.61,64.50,,,,,,,,,,,,,46.50,50.16,55.61,64.50,
