Segment,Kategória,Názov produktu,ID Produktu,Výrobca,EAN,Item ID,Vaša URL,Heureka URL,E-shopov predávajúcich produkt,Popularita,Vaša cena,Vaša pozícia podľa ceny,Vaša pozícia podľa biddingu,Cena za preklik,Najnižšia cena,PriceMin2,PriceMin3,PriceMin4,PriceMin5,PriceMin6,PriceMin7,PriceMin8,PriceMin9,PriceMin10,PriceMax10,PriceMax9,PriceMax8,PriceMax7,PriceMax6,PriceMax5,PriceMax4,PriceMax3,PriceMax2,Najvyššia cena
"Auto-moto","Aditíva do palív","K2 DIESEL DICTUM 500 ml - čistič vstřikovacího systému",380542449,,,"67678","https://premiumstore.sk/k2-diesel-dictum-500-ml-cistic-vstrikovaciho-systemu#67678","https://aditiva-do-paliv.heureka.sk/k2-diesel-dictum-500-ml",16,42,8.65,4,,0.074,6.83,8.41,8.60,8.65,8.90,8.90,9.05,9.15,10.25,10.58,9.05,9.15,10.25,10.58,10.62,10.90,11.05,11.91,12.25,14.29,
"Auto-moto","Alkohol testery","Alkohol tester Solight 1T04A",11979768,"Solight",,"68192","https://premiumstore.sk/alkohol-tester-solight-1t04a#68192","https://alkohol-testery.heureka.sk/solight-1t04",17,54,38.81,5,,0.216,35.90,35.90,36.99,37.67,38.81,38.90,38.97,39.00,39.00,44.00,39.00,39.00,44.00,44.99,45.40,47.97,52.50,53.28,64.90,64.90,
"Auto-moto","Alkohol testery","Compass AlcoZero CA 10FS",274570594,"Compass",,"66338","https://premiumstore.sk/alcozero-ca-10fs#66338","https://alkohol-testery.heureka.sk/compass-alcozero",12,66,73.62,7,,0.283,49.00,61.80,69.80,71.00,72.00,72.91,73.62,75.74,78.90,85.90,69.80,71.00,72.00,72.91,73.62,75.74,78.90,85.90,92.45,98.47,
"Auto-moto","Alkohol testery","Compass Alkohol tester AlcoZero2 - elektrochemický senzor (CA 20FS)",274570595,"Compass",,"66398","https://premiumstore.sk/alkohol-tester-alcozero2-elektrochemicky-senzor-ca-20fs#66398","https://alkohol-testery.heureka.sk/compass-alcozero2",8,78,82.68,4,,0.289,69.99,70.30,81.00,82.68,82.95,83.95,90.24,97.90,,,,,69.99,70.30,81.00,82.68,82.95,83.95,90.24,97.90,
"Auto-moto","Alkohol testery","Solight 1T08",808596616,"Solight",,"73714","https://premiumstore.sk/solight-1t08#73714","https://alkohol-testery.heureka.sk/solight-1t08",9,32,62.63,3,,0.268,59.90,59.90,62.63,62.69,62.99,63.22,69.20,74.99,83.90,,,59.90,59.90,62.63,62.69,62.99,63.22,69.20,74.99,83.90,
"Auto-moto","Autodiagnostiky","Atos Autodiagnostika ELM327 OBD II BLUETOOTH univerzální",437778367,"Atos",,"67131","https://premiumstore.sk/autodiagnostika-elm327-obd-ii-bluetooth-univerzalni#67131","https://autodiagnostiky.heureka.sk/obd-ii-pre-elm327",2,62,12.12,2,,0.148,8.91,12.12,,,,,,,,,,,,,,,,,8.91,12.12,
"Auto-moto","Autodiagnostiky","Atos Autodiagnostika ELM327 OBD II V2.1 Wi-Fi univerzální",437778367,"Atos",,"68327","https://premiumstore.sk/autodiagnostika-elm327-obd-ii-v2-1-wi-fi-univerzalni#68327","https://autodiagnostiky.heureka.sk/obd-ii-pre-elm327",2,62,16.29,2,,0.161,8.91,16.29,,,,,,,,,,,,,,,,,8.91,16.29,
"Auto-moto","Autodiagnostiky","Autodiagnostika ELM 327 OBD II - Bluetooth Peiying URZ4058",841704358,"Peiying",,"73901","https://premiumstore.sk/autodiagnostika-elm-327-obd-ii-bluetooth-peiying-urz4058#73901","https://autodiagnostiky.heureka.sk/peiying-elm-327-obd-ii",1,1,8.31,1,,0.074,8.31,,,,,,,,,,,,,,,,,,,8.31,
"Auto-moto","Autodiagnostiky","Autodiagnostika SIXTOL SX FIVE",454978027,"Sixtol",,"67664","https://premiumstore.sk/autodiagnostika-sixtol-sx-five#67664","https://autodiagnostiky.heureka.sk/sx-five-sixtol",5,66,61.38,3,,0.268,54.49,57.90,61.38,62.00,62.56,,,,,,,,,,,54.49,57.90,61.38,62.00,62.56,
"Auto-moto","Autodiagnostiky","Autodiagnostika SIXTOL SX ONE",454978026,"Sixtol",8594196538246,"67663","https://premiumstore.sk/autodiagnostika-sixtol-sx-one#67663","https://autodiagnostiky.heureka.sk/sx-one-sixtol",6,84,40.74,4,,0.244,36.29,36.90,40.00,40.74,45.04,53.63,,,,,,,,,36.29,36.90,40.00,40.74,45.04,53.63,
"Auto-moto","Autodiagnostiky","Autodiagnostika SIXTOL V302 V-checker profi VW group",749117916,"Sixtol",,"64763","https://premiumstore.sk/autodiagnostika-sixtol-v302-v-checker-profi-vw-group#64763","https://autodiagnostiky.heureka.sk/sixtol-v302",1,1,125.30,1,,0.305,125.30,,,,,,,,,,,,,,,,,,,125.30,
"Auto-moto","Autodiagnostiky","Compass Tester autobaterie a alternátoru 12V",429415492,"Compass",,"65333","https://premiumstore.sk/tester-autobaterie-a-alternatoru-12v#65333","https://autodiagnostiky.heureka.sk/compass-12v-07170",9,5,11.24,7,,0.074,8.29,8.30,9.45,10.24,10.50,11.19,11.24,11.73,13.90,,,8.29,8.30,9.45,10.24,10.50,11.19,11.24,11.73,13.90,
"Auto-moto","Autodiagnostiky","Osciloskop UNI-T UTD1050DL",471461354,"Uni-T",,"67020","https://premiumstore.sk/osciloskop-uni-t-utd1050dl#67020","https://autodiagnostiky.heureka.sk/uni-t-utd1050dl",4,1,405.07,2,,0.419,404.99,405.07,442.43,537.12,,,,,,,,,,,,,404.99,405.07,442.43,537.12,
"Auto-moto","Autodiagnostiky","Otáčkoměr UNI-T UT372D, Novinky",656512590,"Uni-T",,"75238","https://premiumstore.sk/otackomer-uni-t-ut372d#75238","https://autodiagnostiky.heureka.sk/uni-t-ut372d",4,32,98.19,2,,0.292,98.09,98.19,100.35,107.00,,,,,,,,,,,,,98.09,98.19,100.35,107.00,
"Auto-moto","Autodiagnostiky","Tester a nabíječka baterií KONNWEI KW510 3v1",560671772,"Konnwei",5901890097031,"69119","https://premiumstore.sk/tester-a-nabijecka-baterii-konnwei-kw510-3v1#69119","https://autodiagnostiky.heureka.sk/konnwei-kw510",2,4,48.01,1,,0.261,48.01,56.09,,,,,,,,,,,,,,,,,48.01,56.09,
"Auto-moto","Autodiagnostiky","Tester baterií KONNWEI KW600",635509551,"Konnwei",5901890097024,"69118","https://premiumstore.sk/tester-baterii-konnwei-kw600#69118","https://autodiagnostiky.heureka.sk/konnwei-kw600",5,6,47.63,5,,0.244,35.49,37.99,39.31,41.25,47.63,,,,,,,,,,,35.49,37.99,39.31,41.25,47.63,
"Auto-moto","Autolekárničky","Lékárnička I. textilní brašna Compass 91520",144656939,"Compass",,"65936","https://premiumstore.sk/lekarnicka-i-textilni-brasna-compass-91520#65936","https://autolekarnicky.heureka.sk/autolekarnicka-compass-textilni-182-2011",6,41,10.11,6,,0.074,7.50,8.29,8.30,8.89,10.00,10.11,,,,,,,,,7.50,8.29,8.30,8.89,10.00,10.11,
"Auto-moto","Autopoťahy","Autopotahy PRACTICAL DV dodávka - 2 sedadla, černé SIXTOL",299440112,"Sixtol",,"67724","https://premiumstore.sk/autopotahy-practical-dv-dodavka-2-sedadla-cerne-sixtol#67724","https://autopotahy.heureka.sk/autopotah-sixtol-practical-dv-dodavka-2-sedadla-cerne",1,1,38.81,1,,0.216,38.81,,,,,,,,,,,,,,,,,,,38.81,
"Auto-moto","Autopoťahy","Autopotahy Tričko BAVLA na přední sedadla - červené SIXTOL",299440110,"Sixtol",,"67701","https://premiumstore.sk/autopotahy-tricko-bavla-na-predni-sedadla-cervene-sixtol#67701","https://autopotahy.heureka.sk/autopotah-sixtol-tricko-bavla-na-predni-sedadla-cervene",5,41,19.18,2,,0.161,19.09,19.18,19.27,19.60,21.55,,,,,,,,,,,19.09,19.18,19.27,19.60,21.55,
"Auto-moto","Autopoťahy","Compass Ochranný potah na sedadlo ORANGE",293763381,"Compass",,"66437","https://premiumstore.sk/ochranny-potah-na-sedadlo-orange#66437","https://autopotahy.heureka.sk/autopotah-compass-ochranny-potah-na-sedadlo-orange",7,4,15.42,3,,0.148,12.95,14.40,15.42,16.49,18.82,20.90,22.39,,,,,,,12.95,14.40,15.42,16.49,18.82,20.90,22.39,
"Auto-moto","Autopoťahy","Compass Podsedák vyhřívaný s termostatem 12V MANAGER",728209992,"Compass",,"72276","https://premiumstore.sk/podsedak-vyhrivany-s-termostatem-12v-manager#72276","https://autopotahy.heureka.sk/autopotah-compass-vyhrivany-podsedak-s-termostatem-12v-manager-04110",8,2,17.76,2,,0.161,14.40,17.76,19.67,21.90,22.76,22.90,23.92,25.81,,,,,14.40,17.76,19.67,21.90,22.76,22.90,23.92,25.81,
"Auto-moto","Autopoťahy","Compass Potah ochranný na přední sedadlo omyvatelný",293763380,"Compass",,"65256","https://premiumstore.sk/potah-ochranny-na-predni-sedadlo-omyvatelny#65256","https://autopotahy.heureka.sk/autopotah-compass-ochranny-na-predne-sedadlo-umyvatelny",12,41,7.85,3,,0.032,5.85,7.50,7.85,7.99,8.00,8.00,8.70,8.90,8.97,9.51,7.85,7.99,8.00,8.00,8.70,8.90,8.97,9.51,9.59,10.57,
"Auto-moto","Autopoťahy","Compass Potah sedadla kuličkový BLACK 127x38cm",370776255,"Compass",,"66845","https://premiumstore.sk/potah-sedadla-kulickovy-black-127x38cm#66845","https://autopotahy.heureka.sk/autopotah-compass-kulickovy-black-127x38cm",5,4,16.55,3,,0.161,15.00,16.29,16.55,18.34,20.90,,,,,,,,,,,15.00,16.29,16.55,18.34,20.90,
"Auto-moto","Autopoťahy","Compass Potah sedadla kuličkový s lemem černý 93x44cm",293763371,"Compass",,"65250","https://premiumstore.sk/potah-sedadla-kulickovy-s-lemem-cerny-93x44cm#65250","https://autopotahy.heureka.sk/autopotah-compass-gulickovy-s-lemom",9,53,15.88,7,,0.148,12.99,13.05,14.42,14.49,14.90,15.00,15.88,17.40,20.90,,,12.99,13.05,14.42,14.49,14.90,15.00,15.88,17.40,20.90,
"Auto-moto","Autopoťahy","Compass Potah sedadla RACE černo-červený",293737349,"Compass",,"65846","https://premiumstore.sk/potah-sedadla-race-cerno-cerveny#65846","https://autopotahy.heureka.sk/autopotah-compass-race-cerno-cerveny",2,5,20.35,2,,0.172,19.00,20.35,,,,,,,,,,,,,,,,,19.00,20.35,
"Auto-moto","Autopoťahy","Compass Potah sedadla RACE černo-modrý",293737348,"Compass",,"65845","https://premiumstore.sk/potah-sedadla-race-cerno-modry#65845","https://autopotahy.heureka.sk/autopotah-compass-race-cerno-modry",2,1,20.35,2,,0.172,19.00,20.35,,,,,,,,,,,,,,,,,19.00,20.35,
"Auto-moto","Autopoťahy","Compass Potah sedadla RACE černo-šedý",293737347,"Compass",,"65844","https://premiumstore.sk/potah-sedadla-race-cerno-sedy#65844","https://autopotahy.heureka.sk/autopotah-compass-race-cerno-sedy",2,1,20.35,2,,0.172,19.00,20.35,,,,,,,,,,,,,,,,,19.00,20.35,
"Auto-moto","Autopoťahy","Compass Potah sedadla RACE černo-žlutý",293737350,"Compass",,"65847","https://premiumstore.sk/potah-sedadla-race-cerno-zluty#65847","https://autopotahy.heureka.sk/autopotah-compass-race-cerno-zluty",2,1,20.35,2,,0.172,19.00,20.35,,,,,,,,,,,,,,,,,19.00,20.35,
"Auto-moto","Autopoťahy","Compass Potah sedadla TETRIS černo-červený",309234070,"Compass",,"65843","https://premiumstore.sk/potah-sedadla-tetris-cerno-cerveny#65843","https://autopotahy.heureka.sk/autopotah-compass-tetris-cierno-cerveny",7,2,15.04,5,,0.148,11.65,12.00,14.90,15.00,15.04,15.93,17.90,,,,,,,11.65,12.00,14.90,15.00,15.04,15.93,17.90,
"Auto-moto","Autopoťahy","Compass Potah sedadla TETRIS černo-modrý",293737360,"Compass",,"65842","https://premiumstore.sk/potah-sedadla-tetris-cerno-modry#65842","https://autopotahy.heureka.sk/autopotah-compass-tetris-cerno-modry",2,1,15.04,2,,0.148,15.00,15.04,,,,,,,,,,,,,,,,,15.00,15.04,
"Auto-moto","Autopoťahy","Compass Potah sedadla TETRIS černo-šedý",348188150,"Compass",,"65841","https://premiumstore.sk/potah-sedadla-tetris-cerno-sedy#65841","https://autopotahy.heureka.sk/autopotah-compass-tetris-cierno-sivy",9,6,15.04,3,,0.148,11.65,15.00,15.04,15.29,15.93,17.89,17.90,19.88,19.95,,,11.65,15.00,15.04,15.29,15.93,17.89,17.90,19.88,19.95,
"Auto-moto","Autopoťahy","Compass Potah sedadla vyhřívaný s termostatem 12V BLACK",422578872,"Compass",,"66826","https://premiumstore.sk/potah-sedadla-vyhrivany-s-termostatem-12v-black#66826","https://autopotahy.heureka.sk/autopotah-compass-vyhrivany-12v-black",14,4,14.58,3,,0.148,12.69,12.75,14.58,15.00,16.00,16.90,17.99,18.55,18.90,21.89,16.00,16.90,17.99,18.55,18.90,21.89,25.81,29.44,32.90,32.90,
"Auto-moto","Autopoťahy","Compass Potah sedadla vyhřívaný s termostatem 12V BLACK MAGIC",422578872,"Compass",,"68551","https://premiumstore.sk/potah-sedadla-vyhrivany-s-termostatem-12v-black-magic#68551","https://autopotahy.heureka.sk/autopotah-compass-vyhrivany-12v-black",14,4,20.68,9,,0.172,12.69,12.75,15.00,16.00,16.90,17.99,18.55,18.90,20.68,21.89,16.90,17.99,18.55,18.90,20.68,21.89,25.81,29.44,32.90,32.90,
"Auto-moto","Autopoťahy","Compass Potah sedadla vyhřívaný s termostatem 12V COMFORT",293763396,"Compass",,"65254","https://premiumstore.sk/potah-sedadla-vyhrivany-s-termostatem-12v-comfort#65254","https://autopotahy.heureka.sk/autopotah-compass-vyhrivany-s-termostatem-12v-comfort",14,3,20.68,6,,0.172,16.79,16.90,17.42,17.95,18.90,20.68,21.49,23.58,25.33,25.90,18.90,20.68,21.49,23.58,25.33,25.90,26.20,26.90,26.90,29.44,
"Auto-moto","Autopoťahy","Compass Potah sedadla vyhřívaný s termostatem 12V GRADE",293737317,"Compass",,"66351","https://premiumstore.sk/potah-sedadla-vyhrivany-s-termostatem-12v-grade#66351","https://autopotahy.heureka.sk/autopotah-compass-vyhrivany-s-termostatem-12v-grade",2,1,29.20,1,,0.190,29.20,31.00,,,,,,,,,,,,,,,,,29.20,31.00,
"Auto-moto","Autopoťahy","Compass Potah sedadla vyhřívaný s termostatem 12V LADDER modrý",293763375,"Compass",,"65253","https://premiumstore.sk/potah-sedadla-vyhrivany-s-termostatem-12v-ladder-modry#65253","https://autopotahy.heureka.sk/autopotah-compass-vyhrivany-ladder-12v-modry",6,3,16.67,1,,0.161,16.67,17.59,19.00,20.48,24.73,25.56,,,,,,,,,16.67,17.59,19.00,20.48,24.73,25.56,
"Auto-moto","Autopoťahy","Compass Potah sedadla vyhřívaný s termostatem 12V LADDER šedý",293763376,"Compass",,"65252","https://premiumstore.sk/potah-sedadla-vyhrivany-s-termostatem-12v-ladder-sedy#65252","https://autopotahy.heureka.sk/autopotah-compass-vyhrivany-s-termostatem-12v-ladder-sedy",16,3,15.42,3,,0.148,14.10,14.39,15.42,16.33,16.60,16.96,17.89,17.90,18.00,19.00,17.89,17.90,18.00,19.00,19.04,20.48,22.90,23.43,28.90,28.90,
"Auto-moto","Autopoťahy","Compass Potah sedadla vyhřívaný s termostatem 12V STRICK",370660998,"Compass",,"66841","https://premiumstore.sk/potah-sedadla-vyhrivany-s-termostatem-12v-strick#66841","https://autopotahy.heureka.sk/autopotah-compass-vyhrivany-s-termostatem-12v-strick",1,1,28.79,1,,0.190,28.79,,,,,,,,,,,,,,,,,,,28.79,
"Auto-moto","Autopoťahy","Compass Potah sedadla vyhřívaný s termostatem 12V SYMBOL",728209993,"Compass",,"72277","https://premiumstore.sk/potah-sedadla-vyhrivany-s-termostatem-12v-symbol#72277","https://autopotahy.heureka.sk/autopotah-compass-vyhrivany-s-termostatem-12v-symbol-04111",3,1,22.94,1,,0.172,22.94,26.90,29.99,,,,,,,,,,,,,,,22.94,26.90,29.99,
"Auto-moto","Autopoťahy","Compass Potah sedadla vyhřívaný s termostatem 12V TEDDY zadní",369540757,"Compass",,"66840","https://premiumstore.sk/potah-sedadla-vyhrivany-s-termostatem-12v-teddy-zadni#66840","https://autopotahy.heureka.sk/autopotah-compass-vyhrivany-s-termostatem-12v-teddy-zadni",13,3,25.03,5,,0.190,21.79,21.90,21.90,25.00,25.03,25.19,26.00,26.00,26.09,28.35,25.00,25.03,25.19,26.00,26.00,26.09,28.35,31.90,34.90,34.90,
"Auto-moto","Autopoťahy","Compass Potahy sedadel LAS VEGAS modré sada 2ks",293737326,"Compass",,"65835","https://premiumstore.sk/potahy-sedadel-las-vegas-modre-sada-2ks#65835","https://autopotahy.heureka.sk/autopotah-compass-las-vegas-modre-2ks",7,3,20.31,2,,0.172,18.45,20.31,21.60,21.90,22.00,24.19,26.90,,,,,,,18.45,20.31,21.60,21.90,22.00,24.19,26.90,
"Auto-moto","Autopoťahy","Compass Potahy sedadel LAS VEGAS šedé sada 2ks",293737325,"Compass",,"65834","https://premiumstore.sk/potahy-sedadel-las-vegas-sede-sada-2ks#65834","https://autopotahy.heureka.sk/autopotah-compass-las-vegas-sede-2ks",6,32,20.31,2,,0.172,18.45,20.31,22.00,24.19,24.80,26.90,,,,,,,,,18.45,20.31,22.00,24.19,24.80,26.90,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 11ks SMOOTH černé",401288228,"Compass",,"67054","https://premiumstore.sk/potahy-sedadel-sada-11ks-smooth-cerne#67054","https://autopotahy.heureka.sk/autopotah-compass-smooth-11ks-cerne",6,3,43.12,3,,0.244,35.75,41.00,43.12,46.73,47.36,50.90,,,,,,,,,35.75,41.00,43.12,46.73,47.36,50.90,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 2ks TRIKO červené",293763391,"Compass",,"65839","https://premiumstore.sk/potahy-sedadel-sada-2ks-triko-cervene#65839","https://autopotahy.heureka.sk/autopotah-compass-triko-cervene-2ks",1,1,18.47,1,,0.161,18.47,,,,,,,,,,,,,,,,,,,18.47,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 2ks TRIKO modré",293763390,"Compass",,"65838","https://premiumstore.sk/potahy-sedadel-sada-2ks-triko-modre#65838","https://autopotahy.heureka.sk/autopotah-compass-triko-modre-2ks",1,1,18.47,1,,0.161,18.47,,,,,,,,,,,,,,,,,,,18.47,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 2ks TRIKO šedé",293763389,"Compass",,"65837","https://premiumstore.sk/potahy-sedadel-sada-2ks-triko-sede#65837","https://autopotahy.heureka.sk/autopotah-compass-triko-sede-2ks",1,1,18.47,1,,0.161,18.47,,,,,,,,,,,,,,,,,,,18.47,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 2ks TRIKO tmavě šedé",348708621,"Compass",,"65836","https://premiumstore.sk/potahy-sedadel-sada-2ks-triko-tmave-sede#65836","https://autopotahy.heureka.sk/autopotah-compass-triko-predny-2-ks-tmavosivy",5,4,18.47,2,,0.161,17.10,18.47,18.61,18.99,23.90,,,,,,,,,,,17.10,18.47,18.61,18.99,23.90,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 2ks TRIKO žluté",293763392,"Compass",,"65840","https://premiumstore.sk/potahy-sedadel-sada-2ks-triko-zlute#65840","https://autopotahy.heureka.sk/autopotah-compass-triko-zlute-2ks",1,1,18.47,1,,0.161,18.47,,,,,,,,,,,,,,,,,,,18.47,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 9ks CARBON DARK černé AIRBAG",293737310,"Compass",,"66363","https://premiumstore.sk/potahy-sedadel-sada-9ks-carbon-dark-cerne-airbag#66363","https://autopotahy.heureka.sk/autopotah-compass-carbon-dark-cierne",8,2,34.05,3,,0.216,30.00,33.32,34.05,35.00,35.89,39.73,40.45,42.90,,,,,30.00,33.32,34.05,35.00,35.89,39.73,40.45,42.90,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 9ks CARBON LIGHT šedé AIRBAG",293737312,"Compass",,"66362","https://premiumstore.sk/potahy-sedadel-sada-9ks-carbon-light-sede-airbag#66362","https://autopotahy.heureka.sk/autopotah-compass-carbon-light-sede",3,4,36.64,3,,0.216,30.00,35.00,36.64,,,,,,,,,,,,,,,30.00,35.00,36.64,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 9ks DELUXE AIRBAG",293737316,"Compass",,"65850","https://premiumstore.sk/potahy-sedadel-sada-9ks-deluxe-airbag#65850","https://autopotahy.heureka.sk/autopotah-compass-deluxe-airbag-9ks",2,4,37.56,1,,0.216,37.56,38.00,,,,,,,,,,,,,,,,,37.56,38.00,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 9ks JACK I. AIRBAG",293737320,"Compass",,"65857","https://premiumstore.sk/potahy-sedadel-sada-9ks-jack-i-airbag#65857","https://autopotahy.heureka.sk/autopotah-compass-jack-i-airbag-9ks",7,3,39.52,4,,0.216,32.35,37.00,38.90,39.52,41.20,42.88,45.90,,,,,,,32.35,37.00,38.90,39.52,41.20,42.88,45.90,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 9ks JACK II. AIRBAG",301025669,"Compass",,"65858","https://premiumstore.sk/potahy-sedadel-sada-9ks-jack-ii-airbag#65858","https://autopotahy.heureka.sk/autopotah-compass-jack-ii-airbag-9ks",7,4,39.52,4,,0.216,32.35,36.65,37.00,39.52,41.20,42.88,45.90,,,,,,,32.35,36.65,37.00,39.52,41.20,42.88,45.90,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 9ks JACK III. AIRBAG",293737323,"Compass",,"65859","https://premiumstore.sk/potahy-sedadel-sada-9ks-jack-iii-airbag#65859","https://autopotahy.heureka.sk/autopotah-compass-jack-iii-airbag-9ks",7,2,39.52,3,,0.216,32.35,37.00,39.52,41.20,42.85,42.88,45.90,,,,,,,32.35,37.00,39.52,41.20,42.85,42.88,45.90,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 9ks POLY barevné AIRBAG",293737343,"Compass",,"65856","https://premiumstore.sk/potahy-sedadel-sada-9ks-poly-barevne-airbag#65856","https://autopotahy.heureka.sk/autopotah-compass-poly-barevne-airbag-9ks",2,1,34.22,2,,0.216,32.00,34.22,,,,,,,,,,,,,,,,,32.00,34.22,
"Auto-moto","Autopoťahy","Compass Potahy sedadel sada 9ks POLY modré AIRBAG",301025667,"Compass",,"65854","https://premiumstore.sk/potahy-sedadel-sada-9ks-poly-modre-airbag#65854","https://autopotahy.heureka.sk/autopotah-compass-poly-modre-airbag-9ks",6,3,34.22,2,,0.216,27.95,34.22,34.90,36.18,39.50,40.90,,,,,,,,,27.95,34.22,34.90,36.18,39.50,40.90,
